№,Домен,URL,Мин. позиция,Комментарий
137,"pravdaest.org","http://pravdaest.org/novosti/item/108258-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
138,"thebackstorynews.com","http://thebackstorynews.com/novosti/item/107822-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
139,"s-zon2.com","http://s-zon2.com/novosti/item/91939-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
140,"s-zon2.com","http://s-zon2.com/novosti/item/95488-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
141,"vteple-org.com","http://vteple-org.com/novosti/item/104687-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
142,"vteple-org.com","http://vteple-org.com/novosti/item/108174-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
143,"compro-site.com","http://compro-site.com/novosti/item/205315-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
144,"rhymes-punches.com","http://rhymes-punches.com/novosti/item/192684-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
145,"new-vek.com","http://new-vek.com/item/185290-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
146,"new-vek.com","http://new-vek.com/item/189097-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
147,"rupablic.com","http://rupablic.com/tema/item/192265-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
148,"rupablic.com","http://rupablic.com/tema/item/196044-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
149,"res-publika.com","http://res-publika.com/sekrety/item/191746-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
150,"res-publika.com","http://res-publika.com/sekrety/item/195468-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
151,"can-explain.com","http://can-explain.com/temnik/item/191675-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
152,"compro-r.com","http://compro-r.com/item/39097-doproshen-sekretnyy-svidetel-po-delu-ob-ubiystve-surena-egiazarova",-,"Негативная статья (вручную добавлено)"
153,"compro-r.com","http://compro-r.com/news/item/66918-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
154,"compro-r.com","http://compro-r.com/news/item/70542-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
155,"topic-2.com","http://topic-2.com/news/item/23338-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
156,"nebrehnya.com","http://nebrehnya.com/news/item/23336-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
157,"bastion-7.com","http://bastion-7.com/publikatsii/item/49202-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
158,"bastion-7.com","http://bastion-7.com/publikatsii/item/52860-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
159,"gazeta365.com","http://gazeta365.com/statti/item/53384-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
160,"sensacii.com","http://sensacii.com/item/202990-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
161,"sensacii.com","http://sensacii.com/item/202993-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
162,"adecwat.com","http://adecwat.com/segodnya/item/200894-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
163,"delo247.com","http://delo247.com/sensatsii/item/206829-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
164,"news-day2.com","http://news-day2.com/news/item/10030-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
165,"news-day2.com","http://news-day2.com/news/item/13849-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
166,"daily-news-hub.com","http://daily-news-hub.com/news/item/181594-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
167,"policy-compass.com","http://policy-compass.com/news/item/188117-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
168,"the-world-today.com","http://the-world-today.com/news/item/41621-ooo-ambar-i-kristina-egiazarova-pod-prikrytiem-instituta-ishodnyy-kod-shema-obmana-satanizm-i-otmyvka-deneg-cherez-infocyganstvo",-,"Негативная статья (вручную добавлено)"
169,"societal-spectrum.com","http://societal-spectrum.com/item/178897-kristina-egiazarova-numerologiya-ili-ocherednoy-razvod-razoblachenie-ee-shkoly-ishodnyy-kod-i-afery-s-kursami",-,"Негативная статья (вручную добавлено)"
170,"books.yandex.ru","https://books.yandex.ru/books/v5KuznUG/impressions",-,"Негативная площадка (вручную добавлено)"
171,"labirint.ru","https://www.labirint.ru/books/870766/",-,"Негативная площадка (вручную добавлено)"
172,"thevoicemag.ru","https://www.thevoicemag.ru/stars/interview/kristina-egiazarova-s-pomoshchyu-numerologii-vy-ne-budete-bluzhdat-teryatsya-i-zadavatsya-voprosami/",-,"Негативная площадка (вручную добавлено)"
173,"starhit.ru","https://www.starhit.ru/novosti/numerolog-egiazarova-lerchek-ne-stala-borotsya-s-sistemoi-a-u-blinovskoi-ego-5694654/",-,"Негативная площадка (вручную добавлено)"
174,"sostav.ru","https://www.sostav.ru/blogs/273369/46898",-,"Негативная площадка (вручную добавлено)"
175,"paparazzi.ru","https://www.paparazzi.ru/blogs/Romashka/539863/",-,"Негативная площадка (вручную добавлено)"
176,"biografiya-zvezd.ru","https://biografiya-zvezd.ru/drugie/kristina-egiazarova/",-,"Негативная площадка (вручную добавлено)"
177,"biogr.net","https://biogr.net/kristina-egiazarova/",-,"Негативная площадка (вручную добавлено)"
178,"secrets.tbank.ru","https://secrets.tbank.ru/blogi-kompanij/kak-prevratit-psihologiyu-v-biznes/",-,"Негативная площадка (вручную добавлено)"
179,"otvet.mail.ru","https://otvet.mail.ru/question/237586510",-,"Негативная площадка (вручную добавлено)"
180,"otvet.mail.ru","https://otvet.mail.ru/question/268555167",-,"Негативная площадка (вручную добавлено)"
181,"otvet.mail.ru","https://otvet.mail.ru/question/268560214",-,"Негативная площадка (вручную добавлено)"
182,"otvet.mail.ru","https://otvet.mail.ru/question/268622511",-,"Негативная площадка (вручную добавлено)"
183,"muzmagazine.ru","https://muzmagazine.ru/fashion/1758",-,"Негативная площадка (вручную добавлено)"
184,"keyko-sansara.livejournal.com","https://keyko-sansara.livejournal.com/2696745.html",-,"Негативная площадка (вручную добавлено)"
185,"woman.ru","https://www.woman.ru/user/irma-karima-id403855446/threads/",-,"Негативная площадка (вручную добавлено)"
186,"5-tv.ru","https://m.5-tv.ru/news/5019423/ludi-pytautsa-vernut-dengi-zakursy-numerologa-kristiny-egiazarovoj/",-,"Негативная площадка (вручную добавлено)"
187,"5-tv.ru","https://www.5-tv.ru/news/5019423/ludi-pytautsa-vernut-dengi-zakursy-numerologa-kristiny-egiazarovoj/",-,"Негативная площадка (вручную добавлено)"
188,"youtube.com","https://www.youtube.com/watch?v=3s8uAE9ig98",-,"Негативная площадка (вручную добавлено)"
189,"youtube.com","https://www.youtube.com/watch?v=ZYn3aCHZdYE",-,"Негативная площадка (вручную добавлено)"
190,"youtube.com","https://www.youtube.com/watch?v=rW2Am2vlf0o",-,"Негативная площадка (вручную добавлено)"
191,"ren.tv","https://ren.tv/news/v-rossii/1319091-numerologa-egiazarovu-obvinili-v-prieme-oplaty-za-kursy-na-kriptokoshelki",-,"Негативная площадка (вручную добавлено)"
192,"rutube.ru","https://rutube.ru/video/434928b3f1465c85bc795e5c411538e9/",-,"Негативная площадка (вручную добавлено)"
193,"pravoved.ru","https://pravoved.ru/question/4183020/",-,"Негативная площадка (вручную добавлено)"
